EntrezGene ID	GO ID
287	GO:0005829
287	GO:0005856
287	GO:0005886
287	GO:0007165
287	GO:0007411
287	GO:0016323
287	GO:0016324
287	GO:0030017
288	GO:0005515
288	GO:0005737
288	GO:0005856
288	GO:0007165
288	GO:0016323
288	GO:0045184
290	GO:0001525
290	GO:0004177
290	GO:0004872
290	GO:0005625
290	GO:0005737
290	GO:0005793
290	GO:0005829
290	GO:0005886
290	GO:0005887
290	GO:0006508
290	GO:0006725
290	GO:0007275
290	GO:0008233
290	GO:0008237
290	GO:0008270
290	GO:0012506
290	GO:0030154
290	GO:0031983
290	GO:0042277
290	GO:0044419
290	GO:0046872
291	GO:0000002
291	GO:0005215
291	GO:0005471
291	GO:0005515
291	GO:0005739
291	GO:0005741
291	GO:0005743
291	GO:0005743
291	GO:0005887
291	GO:0006091
291	GO:0006112
291	GO:0006810
291	GO:0015207
291	GO:0015853
291	GO:0015866
291	GO:0015867
291	GO:0016020
291	GO:0016032
291	GO:0044419
291	GO:0050796
291	GO:0051935
291	GO:0055085
291	GO:0060547
292	GO:0005215
292	GO:0005515
292	GO:0005739
292	GO:0005743
292	GO:0005743
292	GO:0005887
292	GO:0006112
292	GO:0006810
292	GO:0007059
292	GO:0015207
292	GO:0015853
292	GO:0016020
292	GO:0016032
292	GO:0042645
292	GO:0044419
292	GO:0050796
292	GO:0055085
292	GO:0071817
293	GO:0005215
293	GO:0005471
293	GO:0005515
293	GO:0005739
293	GO:0005743
293	GO:0005743
293	GO:0005744
293	GO:0006112
293	GO:0006915
293	GO:0016020
293	GO:0016021
293	GO:0016032
293	GO:0019048
293	GO:0019058
293	GO:0044419
293	GO:0046732
293	GO:0050796
293	GO:0055085
301	GO:0001533
301	GO:0004859
301	GO:0005102
301	GO:0005198
301	GO:0005509
301	GO:0005515
301	GO:0005543
301	GO:0005544
301	GO:0005576
301	GO:0005576
301	GO:0005634
301	GO:0005737
301	GO:0005929
301	GO:0006629
301	GO:0006916
301	GO:0006928
301	GO:0006954
301	GO:0007049
301	GO:0007165
301	GO:0007166
301	GO:0016323
301	GO:0018149
301	GO:0019834
301	GO:0030216
301	GO:0030674
301	GO:0031340
301	GO:0042127
301	GO:0042383
301	GO:0046632
301	GO:0050482
302	GO:0001501
302	GO:0001525
302	GO:0004859
302	GO:0005509
302	GO:0005515
302	GO:0005544
302	GO:0005546
302	GO:0005576
302	GO:0005604
302	GO:0005625
302	GO:0005737
302	GO:0005769
302	GO:0005886
302	GO:0007589
302	GO:0008092
302	GO:0017137
302	GO:0030199
302	GO:0030496
302	GO:0031340
302	GO:0042383
302	GO:0042470
302	GO:0042730
302	GO:0043234
302	GO:0048471
304	GO:0001525
304	GO:0004859
304	GO:0005509
304	GO:0005544
304	GO:0005546
304	GO:0005576
304	GO:0005604
304	GO:0005737
304	GO:0005769
304	GO:0007589
304	GO:0008092
304	GO:0017137
304	GO:0030199
304	GO:0042383
304	GO:0042470
304	GO:0042730
304	GO:0043234
304	GO:0048471
306	GO:0005509
306	GO:0005544
306	GO:0005737
306	GO:0005886
306	GO:0006909
306	GO:0010595
306	GO:0016020
306	GO:0019834
306	GO:0021766
306	GO:0030424
306	GO:0030425
306	GO:0030670
306	GO:0031100
306	GO:0042581
306	GO:0042742
306	GO:0043025
306	GO:0043312
306	GO:0045766
306	GO:0051054
306	GO:0051091
306	GO:0051384
306	GO:0070848
307	GO:0004859
307	GO:0005509
307	GO:0005544
307	GO:0005544
307	GO:0005737
307	GO:0005737
307	GO:0006916
307	GO:0007165
308	GO:0004859
308	GO:0005509
308	GO:0005515
308	GO:0005543
308	GO:0005544
308	GO:0005622
308	GO:0005737
308	GO:0006916
308	GO:0007165
308	GO:0007596
308	GO:0010033
308	GO:0014704
308	GO:0030971
308	GO:0042383
308	GO:0042995
308	GO:0043065
308	GO:0043499
308	GO:0050819
308	GO:0051260
309	GO:0005509
309	GO:0005515
309	GO:0005544
309	GO:0005737
309	GO:0042470
310	GO:0005509
310	GO:0005515
310	GO:0005544
310	GO:0048306
311	GO:0005509
311	GO:0005515
311	GO:0005544
311	GO:0005634
311	GO:0005635
311	GO:0005635
311	GO:0005654
311	GO:0005654
311	GO:0005737
311	GO:0005819
311	GO:0005856
311	GO:0006909
311	GO:0007049
311	GO:0007109
311	GO:0008429
311	GO:0030496
311	GO:0042470
311	GO:0042581
311	GO:0042582
311	GO:0045335
311	GO:0048155
311	GO:0048306
311	GO:0051301
311	GO:0051592
312	GO:0005509
312	GO:0005544
312	GO:0005886
312	GO:0005886
312	GO:0030154
313	GO:0003824
313	GO:0004465
313	GO:0005576
313	GO:0006629
313	GO:0006954
313	GO:0008653
313	GO:0016788
313	GO:0050528
313	GO:0050728
314	GO:0005507
314	GO:0005737
314	GO:0005886
314	GO:0006584
314	GO:0007601
314	GO:0008131
314	GO:0009055
314	GO:0009308
314	GO:0016491
314	GO:0046872
314	GO:0048038
314	GO:0052593
314	GO:0052594
314	GO:0052595
314	GO:0052596
314	GO:0055114
316	GO:0004031
316	GO:0004854
316	GO:0005488
316	GO:0005506
316	GO:0005737
316	GO:0006954
316	GO:0009055
316	GO:0016491
316	GO:0046872
316	GO:0050660
316	GO:0051287
316	GO:0051537
316	GO:0055114
317	GO:0000166
317	GO:0005515
317	GO:0005524
317	GO:0005622
317	GO:0005634
317	GO:0005730
317	GO:0005737
317	GO:0005794
317	GO:0005829
317	GO:0005829
317	GO:0006915
317	GO:0006952
317	GO:0007399
317	GO:0008629
317	GO:0008635
317	GO:0008635
317	GO:0008656
317	GO:0042981
318	GO:0000166
318	GO:0004081
318	GO:0005525
318	GO:0005739
318	GO:0006139
318	GO:0006917
318	GO:0008803
318	GO:0016787
319	GO:0005102
319	GO:0005319
319	GO:0005576
319	GO:0006629
319	GO:0006810
319	GO:0006869
319	GO:0008202
319	GO:0008203
319	GO:0015485
319	GO:0034362
319	GO:0034364
320	GO:0005515
320	GO:0005546
320	GO:0005886
320	GO:0006461
320	GO:0006886
320	GO:0007155
320	GO:0007268
320	GO:0007399
320	GO:0008021
320	GO:0008088
320	GO:0030165
321	GO:0005515
321	GO:0007399
321	GO:0015031
322	GO:0001540
322	GO:0001540
322	GO:0003682
322	GO:0005515
322	GO:0005634
322	GO:0005634
322	GO:0005737
322	GO:0005886
322	GO:0006974
322	GO:0007050
322	GO:0007165
322	GO:0007409
322	GO:0008134
322	GO:0016563
322	GO:0016568
322	GO:0030027
322	GO:0030308
322	GO:0030426
322	GO:0042393
322	GO:0043065
322	GO:0043967
322	GO:0045202
322	GO:0045749
322	GO:0050760
322	GO:0070064
323	GO:0001540
323	GO:0005515
323	GO:0005634
323	GO:0007050
323	GO:0008134
323	GO:0016020
323	GO:0030027
323	GO:0030308
323	GO:0030426
323	GO:0035556
323	GO:0045202
323	GO:0045749
324	GO:0000281
324	GO:0000776
324	GO:0001822
324	GO:0001942
324	GO:0005515
324	GO:0005634
324	GO:0005737
324	GO:0005813
324	GO:0005829
324	GO:0005829
324	GO:0005856
324	GO:0005881
324	GO:0005886
324	GO:0005913
324	GO:0005923
324	GO:0006461
324	GO:0006915
324	GO:0006921
324	GO:0006974
324	GO:0007026
324	GO:0007026
324	GO:0007050
324	GO:0007091
324	GO:0007094
324	GO:0007155
324	GO:0007163
324	GO:0007409
324	GO:0008013
324	GO:0008017
324	GO:0008285
324	GO:0009798
324	GO:0009952
324	GO:0009953
324	GO:0009954
324	GO:0016328
324	GO:0016477
324	GO:0019887
324	GO:0019901
324	GO:0030027
324	GO:0030054
324	GO:0030335
324	GO:0030858
324	GO:0030877
324	GO:0031016
324	GO:0031116
324	GO:0031122
324	GO:0031175
324	GO:0031274
324	GO:0032587
324	GO:0033077
324	GO:0034742
324	GO:0034747
324	GO:0034750
324	GO:0035019
324	GO:0035371
324	GO:0042483
324	GO:0042493
324	GO:0043025
324	GO:0043065
324	GO:0043066
324	GO:0043409
324	GO:0043588
324	GO:0044295
324	GO:0045202
324	GO:0045295
324	GO:0045296
324	GO:0045667
324	GO:0045670
324	GO:0045732
324	GO:0045732
324	GO:0045736
324	GO:0045785
324	GO:0046716
324	GO:0048538
324	GO:0051010
324	GO:0051171
324	GO:0051276
324	GO:0051726
324	GO:0051781
324	GO:0051988
324	GO:0051988
324	GO:0060041
324	GO:0060070
324	GO:0060070
324	GO:0060770
324	GO:0070830
324	GO:0090090
325	GO:0005529
325	GO:0005576
325	GO:0005615
325	GO:0006457
325	GO:0006461
325	GO:0006953
325	GO:0031012
325	GO:0043234
325	GO:0046872
325	GO:0051082
325	GO:0051131
325	GO:0051789
326	GO:0003677
326	GO:0003682
326	GO:0005515
326	GO:0005634
326	GO:0005737
326	GO:0006355
326	GO:0006955
326	GO:0006959
326	GO:0008270
326	GO:0010843
326	GO:0016563
326	GO:0042393
326	GO:0045182
326	GO:0046872
327	GO:0004252
327	GO:0005737
327	GO:0006508
327	GO:0016787
327	GO:0031965
328	GO:0003677
328	GO:0003684
328	GO:0003713
328	GO:0003714
328	GO:0003723
328	GO:0003906
328	GO:0003906
328	GO:0004519
328	GO:0004520
328	GO:0004523
328	GO:0004528
328	GO:0004844
328	GO:0005515
328	GO:0005622
328	GO:0005634
328	GO:0005654
328	GO:0005654
328	GO:0005654
328	GO:0005730
328	GO:0005737
328	GO:0005739
328	GO:0005783
328	GO:0005813
328	GO:0005840
328	GO:0006281
328	GO:0006281
328	GO:0006284
328	GO:0006310
328	GO:0008081
328	GO:0008408
328	GO:0008408
328	GO:0016491
328	GO:0016607
328	GO:0016787
328	GO:0016829
328	GO:0016890
328	GO:0031490
328	GO:0043488
328	GO:0045454
328	GO:0045739
328	GO:0045768
328	GO:0046872
328	GO:0048471
329	GO:0000209
329	GO:0001890
329	GO:0004842
329	GO:0005515
329	GO:0005622
329	GO:0005737
329	GO:0005829
329	GO:0006915
329	GO:0006921
329	GO:0007166
329	GO:0008270
329	GO:0009898
329	GO:0035631
329	GO:0042981
329	GO:0043123
329	GO:0043161
329	GO:0046872
329	GO:0047485
330	GO:0004842
330	GO:0005515
330	GO:0005622
330	GO:0005634
330	GO:0005737
330	GO:0006916
330	GO:0007166
330	GO:0007283
330	GO:0008270
330	GO:0016567
330	GO:0042981
330	GO:0043234
330	GO:0045121
330	GO:0046872
330	GO:0051291
331	GO:0005515
331	GO:0005622
331	GO:0005737
331	GO:0005829
331	GO:0005829
331	GO:0006915
331	GO:0006916
331	GO:0006974
331	GO:0008270
331	GO:0008629
331	GO:0016874
331	GO:0030414
331	GO:0043027
331	GO:0046872
332	GO:0000086
332	GO:0000087
332	GO:0000228
332	GO:0000236
332	GO:0000278
332	GO:0000775
332	GO:0000910
332	GO:0004869
332	GO:0005515
332	GO:0005622
332	GO:0005634
332	GO:0005730
332	GO:0005737
332	GO:0005814
332	GO:0005819
332	GO:0005829
332	GO:0005829
332	GO:0005856
332	GO:0005876
332	GO:0005881
332	GO:0006915
332	GO:0006916
332	GO:0007059
332	GO:0007067
332	GO:0008017
332	GO:0008270
332	GO:0008270
332	GO:0008536
332	GO:0015631
332	GO:0019899
332	GO:0030414
332	GO:0030496
332	GO:0031021
332	GO:0031503
332	GO:0031536
332	GO:0031577
332	GO:0032133
332	GO:0042802
332	GO:0042803
332	GO:0042803
332	GO:0043027
332	GO:0043154
332	GO:0043154
332	GO:0045931
332	GO:0046872
332	GO:0046982
332	GO:0048037
332	GO:0050897
332	GO:0051087
332	GO:0051301
332	GO:0051301
332	GO:0051303
333	GO:0005515
333	GO:0005604
333	GO:0005737
333	GO:0005886
333	GO:0006897
333	GO:0006915
333	GO:0007155
333	GO:0007193
333	GO:0007399
333	GO:0008201
333	GO:0008219
333	GO:0009887
333	GO:0016021
333	GO:0030818
333	GO:0031694
333	GO:0031695
333	GO:0031696
333	GO:0042802
333	GO:0046872
333	GO:0048471
333	GO:0071874
334	GO:0001967
334	GO:0003677
334	GO:0004867
334	GO:0005515
334	GO:0005634
334	GO:0005886
334	GO:0006878
334	GO:0007176
334	GO:0007186
334	GO:0007617
334	GO:0007626
334	GO:0009790
334	GO:0016021
334	GO:0030198
334	GO:0030414
334	GO:0030900
334	GO:0030901
334	GO:0042802
334	GO:0050885
335	GO:0001540
335	GO:0001932
335	GO:0001935
335	GO:0002576
335	GO:0002740
335	GO:0005319
335	GO:0005515
335	GO:0005543
335	GO:0005576
335	GO:0005576
335	GO:0005615
335	GO:0005788
335	GO:0005788
335	GO:0005886
335	GO:0005886
335	GO:0006629
335	GO:0006644
335	GO:0006656
335	GO:0006695
335	GO:0007186
335	GO:0007596
335	GO:0008035
335	GO:0008202
335	GO:0008203
335	GO:0008211
335	GO:0010873
335	GO:0010903
335	GO:0015485
335	GO:0017127
335	GO:0017127
335	GO:0019899
335	GO:0019915
335	GO:0030139
335	GO:0030141
335	GO:0030168
335	GO:0030300
335	GO:0030301
335	GO:0030325
335	GO:0031410
335	GO:0032488
335	GO:0033344
335	GO:0033700
335	GO:0034190
335	GO:0034191
335	GO:0034361
335	GO:0034364
335	GO:0034366
335	GO:0034375
335	GO:0034380
335	GO:0034384
335	GO:0042157
335	GO:0042158
335	GO:0042632
335	GO:0042802
335	GO:0043534
335	GO:0043691
335	GO:0044255
335	GO:0050713
335	GO:0050821
335	GO:0051345
335	GO:0051346
335	GO:0051347
335	GO:0055085
335	GO:0060228
335	GO:0070508
335	GO:0070653
336	GO:0002526
336	GO:0002740
336	GO:0005319
336	GO:0005515
336	GO:0005543
336	GO:0005576
336	GO:0005576
336	GO:0005576
336	GO:0005615
336	GO:0005788
336	GO:0005788
336	GO:0006457
336	GO:0006629
336	GO:0006641
336	GO:0006656
336	GO:0006810
336	GO:0008035
336	GO:0008203
336	GO:0008289
336	GO:0009395
336	GO:0009749
336	GO:0010873
336	GO:0010903
336	GO:0015485
336	GO:0017127
336	GO:0030300
336	GO:0031100
336	GO:0031210
336	GO:0031647
336	GO:0032375
336	GO:0033344
336	GO:0033700
336	GO:0034190
336	GO:0034361
336	GO:0034364
336	GO:0034366
336	GO:0034370
336	GO:0034374
336	GO:0034375
336	GO:0034380
336	GO:0034384
336	GO:0042157
336	GO:0042493
336	GO:0042627
336	GO:0042632
336	GO:0042803
336	GO:0043627
336	GO:0043691
336	GO:0044255
336	GO:0044419
336	GO:0045416
336	GO:0046340
336	GO:0046982
336	GO:0050995
336	GO:0050996
336	GO:0051384
336	GO:0055102
336	GO:0060192
336	GO:0060228
336	GO:0060621
336	GO:0060695
336	GO:0070653
337	GO:0002227
337	GO:0005319
337	GO:0005507
337	GO:0005576
337	GO:0005576
337	GO:0005576
337	GO:0005615
337	GO:0005788
337	GO:0005788
337	GO:0006629
337	GO:0006810
337	GO:0006869
337	GO:0006869
337	GO:0006982
337	GO:0007159
337	GO:0008203
337	GO:0008289
337	GO:0009986
337	GO:0010873
337	GO:0010898
337	GO:0016209
337	GO:0017127
337	GO:0019430
337	GO:0030300
337	GO:0031210
337	GO:0032374
337	GO:0033344
337	GO:0033700
337	GO:0034361
337	GO:0034364
337	GO:0034371
337	GO:0034372
337	GO:0034375
337	GO:0034378
337	GO:0034445
337	GO:0042157
337	GO:0042627
337	GO:0042632
337	GO:0042744
337	GO:0042803
337	GO:0043499
337	GO:0043691
337	GO:0044240
337	GO:0045723
337	GO:0046470
337	GO:0051006
337	GO:0055088
337	GO:0060228
337	GO:0065005
338	GO:0001701
338	GO:0005319
338	GO:0005543
338	GO:0005576
338	GO:0005576
338	GO:0005615
338	GO:0005783
338	GO:0005788
338	GO:0005788
338	GO:0005789
338	GO:0005792
338	GO:0005886
338	GO:0005886
338	GO:0006629
338	GO:0006642
338	GO:0006810
338	GO:0006898
338	GO:0007283
338	GO:0007399
338	GO:0007596
338	GO:0008201
338	GO:0008202
338	GO:0008203
338	GO:0009566
338	GO:0009615
338	GO:0009743
338	GO:0009791
338	GO:0010008
338	GO:0010008
338	GO:0010269
338	GO:0010744
338	GO:0010884
338	GO:0010886
338	GO:0012506
338	GO:0016042
338	GO:0017127
338	GO:0019433
338	GO:0019899
338	GO:0030168
338	GO:0030301
338	GO:0030317
338	GO:0030669
338	GO:0030669
338	GO:0031904
338	GO:0031983
338	GO:0032496
338	GO:0034359
338	GO:0034360
338	GO:0034361
338	GO:0034362
338	GO:0034363
338	GO:0034374
338	GO:0034379
338	GO:0034383
338	GO:0042157
338	GO:0042158
338	GO:0042159
338	GO:0042627
338	GO:0042632
338	GO:0042953
338	GO:0045540
338	GO:0046982
338	GO:0048844
338	GO:0050750
338	GO:0050900
338	GO:0071356
338	GO:0071379
339	GO:0003723
339	GO:0004126
339	GO:0005654
339	GO:0006396
339	GO:0006397
339	GO:0006629
339	GO:0006970
339	GO:0008270
339	GO:0009972
339	GO:0010043
339	GO:0010332
339	GO:0016554
339	GO:0016556
339	GO:0016787
339	GO:0017091
339	GO:0032869
339	GO:0042127
339	GO:0042158
339	GO:0042493
339	GO:0042953
339	GO:0045471
339	GO:0046872
339	GO:0048255
339	GO:0051592
339	GO:0051607
341	GO:0004859
341	GO:0005504
341	GO:0005576
341	GO:0005783
341	GO:0006629
341	GO:0006641
341	GO:0006810
341	GO:0008203
341	GO:0010873
341	GO:0010900
341	GO:0010916
341	GO:0031210
341	GO:0032368
341	GO:0032374
341	GO:0032375
341	GO:0033344
341	GO:0033700
341	GO:0034361
341	GO:0034364
341	GO:0034369
341	GO:0034375
341	GO:0034379
341	GO:0034382
341	GO:0034447
341	GO:0042157
341	GO:0042627
341	GO:0045717
341	GO:0045833
341	GO:0048261
341	GO:0050995
341	GO:0051005
341	GO:0055102
341	GO:0060228
343	GO:0005215
343	GO:0005792
343	GO:0005886
343	GO:0005887
343	GO:0006810
343	GO:0006833
343	GO:0015250
343	GO:0015722
343	GO:0045177
343	GO:0046691
343	GO:0055085
343	GO:0071320
344	GO:0005576
344	GO:0005576
344	GO:0005576
344	GO:0005615
344	GO:0006629
344	GO:0006810
344	GO:0006869
344	GO:0008047
344	GO:0008289
344	GO:0010518
344	GO:0010898
344	GO:0010902
344	GO:0010916
344	GO:0016004
344	GO:0016042
344	GO:0032375
344	GO:0033344
344	GO:0033700
344	GO:0034361
344	GO:0034362
344	GO:0034363
344	GO:0034366
344	GO:0034370
344	GO:0034371
344	GO:0034372
344	GO:0034382
344	GO:0034384
344	GO:0042157
344	GO:0042493
344	GO:0042627
344	GO:0042632
344	GO:0042803
344	GO:0042953
344	GO:0043274
344	GO:0043691
344	GO:0045723
344	GO:0045833
344	GO:0048261
344	GO:0051006
344	GO:0055102
344	GO:0060230
344	GO:0060697
344	GO:0070328
345	GO:0005543
345	GO:0005576
345	GO:0005576
345	GO:0005615
345	GO:0006629
345	GO:0006641
345	GO:0006642
345	GO:0006810
345	GO:0006869
345	GO:0007186
345	GO:0008203
345	GO:0010897
345	GO:0010903
345	GO:0010903
345	GO:0010916
345	GO:0010987
345	GO:0010989
345	GO:0015485
345	GO:0019433
345	GO:0030234
345	GO:0032488
345	GO:0033344
345	GO:0033700
345	GO:0034361
345	GO:0034363
345	GO:0034366
345	GO:0034375
345	GO:0034379
345	GO:0034382
345	GO:0042157
345	GO:0042627
345	GO:0042632
345	GO:0043691
345	GO:0045717
345	GO:0045833
345	GO:0048261
345	GO:0050995
345	GO:0051005
345	GO:0055102
345	GO:0060621
345	GO:0070328
345	GO:0070653
346	GO:0005319
346	GO:0005576
346	GO:0006629
346	GO:0006810
346	GO:0006869
346	GO:0010890
346	GO:0034361
346	GO:0034361
346	GO:0034364
346	GO:0070328
347	GO:0005215
347	GO:0005319
347	GO:0005515
347	GO:0005576
347	GO:0005615
347	GO:0005622
347	GO:0006629
347	GO:0006869
347	GO:0008289
348	GO:0000302
348	GO:0001540
348	GO:0001937
348	GO:0002021
348	GO:0005319
348	GO:0005515
348	GO:0005543
348	GO:0005576
348	GO:0005576
348	GO:0005615
348	GO:0005737
348	GO:0005737
348	GO:0005769
348	GO:0005770
348	GO:0005794
348	GO:0005874
348	GO:0005886
348	GO:0006629
348	GO:0006641
348	GO:0006641
348	GO:0006707
348	GO:0006874
348	GO:0006898
348	GO:0006916
348	GO:0006917
348	GO:0007010
348	GO:0007186
348	GO:0007263
348	GO:0007271
348	GO:0007568
348	GO:0008201
348	GO:0008203
348	GO:0008203
348	GO:0008219
348	GO:0008289
348	GO:0010468
348	GO:0010544
348	GO:0010873
348	GO:0010875
348	GO:0010875
348	GO:0014012
348	GO:0016209
348	GO:0017127
348	GO:0019934
348	GO:0030195
348	GO:0030425
348	GO:0030516
348	GO:0030828
348	GO:0031232
348	GO:0032488
348	GO:0032805
348	GO:0033344
348	GO:0033700
348	GO:0034361
348	GO:0034362
348	GO:0034363
348	GO:0034364
348	GO:0034372
348	GO:0034372
348	GO:0034374
348	GO:0034375
348	GO:0034380
348	GO:0034382
348	GO:0034384
348	GO:0034447
348	GO:0034447
348	GO:0042157
348	GO:0042158
348	GO:0042159
348	GO:0042311
348	GO:0042627
348	GO:0042632
348	GO:0042802
348	GO:0042803
348	GO:0043025
348	GO:0043407
348	GO:0043537
348	GO:0043691
348	GO:0045471
348	GO:0045541
348	GO:0046907
348	GO:0046911
348	GO:0046982
348	GO:0048156
348	GO:0048168
348	GO:0048844
348	GO:0050728
348	GO:0050750
348	GO:0050750
348	GO:0051000
348	GO:0051044
348	GO:0051651
348	GO:0055088
348	GO:0060228
348	GO:0070326
348	GO:0070326
348	GO:0071363
348	GO:0071813
350	GO:0001937
350	GO:0001948
350	GO:0005515
350	GO:0005543
350	GO:0005576
350	GO:0005615
350	GO:0006641
350	GO:0007597
350	GO:0008201
350	GO:0008289
350	GO:0009986
350	GO:0010596
350	GO:0016525
350	GO:0030194
350	GO:0030195
350	GO:0031012
350	GO:0031100
350	GO:0031639
350	GO:0033033
350	GO:0034197
350	GO:0034361
350	GO:0034364
350	GO:0034392
350	GO:0042627
350	GO:0043499
350	GO:0051006
350	GO:0051917
350	GO:0051918
350	GO:0060230
351	GO:0000085
351	GO:0001967
351	GO:0002576
351	GO:0003677
351	GO:0004867
351	GO:0005102
351	GO:0005515
351	GO:0005576
351	GO:0005576
351	GO:0005737
351	GO:0005737
351	GO:0005794
351	GO:0005794
351	GO:0005886
351	GO:0005887
351	GO:0005905
351	GO:0006378
351	GO:0006417
351	GO:0006468
351	GO:0006878
351	GO:0006897
351	GO:0006917
351	GO:0007155
351	GO:0007176
351	GO:0007219
351	GO:0007409
351	GO:0007596
351	GO:0007617
351	GO:0007626
351	GO:0008088
351	GO:0008201
351	GO:0008219
351	GO:0008344
351	GO:0008542
351	GO:0009986
351	GO:0016021
351	GO:0016199
351	GO:0016322
351	GO:0016358
351	GO:0016504
351	GO:0019717
351	GO:0030168
351	GO:0030198
351	GO:0030414
351	GO:0030424
351	GO:0030900
351	GO:0031093
351	GO:0031175
351	GO:0031410
351	GO:0031594
351	GO:0033130
351	GO:0035235
351	GO:0035253
351	GO:0040014
351	GO:0042802
351	GO:0043197
351	GO:0043198
351	GO:0043231
351	GO:0045087
351	GO:0045177
351	GO:0045202
351	GO:0045931
351	GO:0045944
351	GO:0046872
351	GO:0048471
351	GO:0048669
351	GO:0050803
351	GO:0050885
351	GO:0051124
351	GO:0051233
351	GO:0051402
351	GO:0051425
351	GO:0051563
353	GO:0002055
353	GO:0003999
353	GO:0005515
353	GO:0005634
353	GO:0005730
353	GO:0005737
353	GO:0005737
353	GO:0005829
353	GO:0006144
353	GO:0006166
353	GO:0006168
353	GO:0007625
353	GO:0009116
353	GO:0016208
353	GO:0016757
353	GO:0043101
353	GO:0046083
353	GO:0055086
354	GO:0004252
354	GO:0005576
354	GO:0005576
354	GO:0006508
354	GO:0008233
354	GO:0008236
354	GO:0016525
355	GO:0001666
355	GO:0002377
355	GO:0003014
355	GO:0004871
355	GO:0004872
355	GO:0004888
355	GO:0005031
355	GO:0005515
355	GO:0005576
355	GO:0005625
355	GO:0005829
355	GO:0005886
355	GO:0005886
355	GO:0005901
355	GO:0006461
355	GO:0006915
355	GO:0006915
355	GO:0006916
355	GO:0006917
355	GO:0006919
355	GO:0006924
355	GO:0006925
355	GO:0006927
355	GO:0006955
355	GO:0007165
355	GO:0007283
355	GO:0007568
355	GO:0008624
355	GO:0008624
355	GO:0008625
355	GO:0008633
355	GO:0009636
355	GO:0009897
355	GO:0010035
355	GO:0010467
355	GO:0010940
355	GO:0016021
355	GO:0019724
355	GO:0019900
355	GO:0031104
355	GO:0031264
355	GO:0031265
355	GO:0032496
355	GO:0034097
355	GO:0042127
355	GO:0042493
355	GO:0042698
355	GO:0042802
355	GO:0042981
355	GO:0043434
355	GO:0043627
355	GO:0045060
355	GO:0045619
355	GO:0045637
355	GO:0048471
355	GO:0048536
355	GO:0050869
355	GO:0051260
355	GO:0051384
355	GO:0051789
355	GO:0070848
355	GO:0071260
356	GO:0005102
356	GO:0005125
356	GO:0005164
356	GO:0005515
356	GO:0005576
356	GO:0005576
356	GO:0005615
356	GO:0005886
356	GO:0005887
356	GO:0005901
356	GO:0006915
356	GO:0006917
356	GO:0006919
356	GO:0006919
356	GO:0006919
356	GO:0006925
356	GO:0006955
356	GO:0007165
356	GO:0007267
356	GO:0008284
356	GO:0008624
356	GO:0008624
356	GO:0008624
356	GO:0008625
356	GO:0008633
356	GO:0009897
356	GO:0016023
356	GO:0016525
356	GO:0030644
356	GO:0032496
356	GO:0033554
356	GO:0043065
356	GO:0043123
356	GO:0043525
356	GO:0045742
356	GO:0046666
356	GO:0048388
356	GO:0048471
356	GO:0060554
356	GO:0060555
356	GO:0070265
356	GO:0070848
357	GO:0000902
357	GO:0000902
357	GO:0002089
357	GO:0003779
357	GO:0005515
357	GO:0005737
357	GO:0005856
357	GO:0005874
357	GO:0005886
357	GO:0005913
357	GO:0005923
357	GO:0005938
357	GO:0007275
357	GO:0007420
357	GO:0008013
357	GO:0008057
357	GO:0015280
357	GO:0016324
357	GO:0016477
357	GO:0019904
357	GO:0030835
357	GO:0030864
357	GO:0030864
357	GO:0031941
357	GO:0032401
357	GO:0032438
357	GO:0043010
357	GO:0043025
357	GO:0043482
357	GO:0043583
357	GO:0045176
357	GO:0045217
357	GO:0048593
357	GO:0051015
357	GO:0051017
358	GO:0003097
358	GO:0005223
358	GO:0005267
358	GO:0005372
358	GO:0005515
358	GO:0005634
358	GO:0005737
358	GO:0005886
358	GO:0005886
358	GO:0005886
358	GO:0005887
358	GO:0005903
358	GO:0006182
358	GO:0006813
358	GO:0006833
358	GO:0006833
358	GO:0006833
358	GO:0006884
358	GO:0009925
358	GO:0015079
358	GO:0015168
358	GO:0015250
358	GO:0015250
358	GO:0015250
358	GO:0015670
358	GO:0015696
358	GO:0015793
358	GO:0016323
358	GO:0016324
358	GO:0019725
358	GO:0020003
358	GO:0020005
358	GO:0021670
358	GO:0022857
358	GO:0030157
358	GO:0030184
358	GO:0030185
358	GO:0030950
358	GO:0031526
358	GO:0031965
358	GO:0033326
358	GO:0033554
358	GO:0034644
358	GO:0035377
358	GO:0035378
358	GO:0035379
358	GO:0042383
358	GO:0042476
358	GO:0042493
358	GO:0043066
358	GO:0045177
358	GO:0045766
358	GO:0046878
358	GO:0048146
358	GO:0050891
358	GO:0051739
358	GO:0055085
358	GO:0070301
358	GO:0071241
358	GO:0071260
358	GO:0071280
358	GO:0071288
358	GO:0071300
358	GO:0071320
358	GO:0071320
358	GO:0071456
358	GO:0071472
358	GO:0071474
358	GO:0071549
358	GO:0071732
358	GO:0071805
358	GO:0071805
358	GO:0085018
359	GO:0000267
359	GO:0003097
359	GO:0003779
359	GO:0005215
359	GO:0005372
359	GO:0005624
359	GO:0005737
359	GO:0005764
359	GO:0005769
359	GO:0005791
359	GO:0005802
359	GO:0005886
359	GO:0005886
359	GO:0006833
359	GO:0006833
359	GO:0006884
359	GO:0006915
359	GO:0006972
359	GO:0007565
359	GO:0007568
